LAST_UPLOAD_DATE,NEW_LICNO,REFERENCE_NUMBER,SERVICE,NEW_ACCOUNT,LICENSEE,LOCATION,STATION_TYPE,TECHNOLOGY,CELL_ID,PHYSICAL_ID,PROV,LATITUDE,LONGITUDE,SITE_TYPE,STUCT_HT,STRUCTURE_TYPE,LAST_MOD_DATE,RECORD_ID,TRANSMIT_FREQ,RECEIVE_FREQ,TX_MODEL,TX_MFR,TRANSMIT_BW,BW_EMISSION,TX_PWR,TX_ANT_MODEL,TX_ANT_MFR,TX_ANT_HT,TX_ANT_DIRECTIONAL,TX_ANT_AZIM,TX_ANT_ELEV_ANGLE,TX_ANT_GAIN,TX_LINE_LOSS,DEM_GROUND_ELEV_M,SITE_ELEV,ANTENNA_Z_M
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1030 South Park Street,FX,LTE,610-58000-141242409,153.0,NS,44.634639,-63.576333,O,1.0,R,2021-10-15,J1406,1952.5,1872.5,FS1616361,287AB,20.0,20M0W7W,52.0,RRZZHHTT_65A_R6H4,Commscope,1.0,D,95.0,-4.0,13.2,0.0,19.205705642700195,19.205705642700195,20.205705642700195
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1030 South Park Street,FX,LTE,610-58000-141242410,307.0,NS,44.634639,-63.576333,O,1.0,R,2021-10-15,J1406,1952.5,1872.5,FS1616361,287AB,20.0,20M0W7W,52.0,RRZZHHTT_65A_R6H4,Commscope,1.0,D,190.0,-4.0,13.2,0.0,19.205705642700195,19.205705642700195,20.205705642700195
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1030 South Park Street,FX,LTE,610-58000-141242411,101.0,NS,44.634639,-63.576333,O,1.0,R,2021-10-15,J1406,1952.5,1872.5,FS1616361,287AB,20.0,20M0W7W,52.0,RRZZHHTT_65A_R6H4,Commscope,1.0,D,330.0,0.0,13.2,0.0,19.205705642700195,19.205705642700195,20.205705642700195
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1181 HOLLIS ST,FX,LTE,610-58000-141570345,262.0,NS,44.640097,-63.568233,O,1.0,R,2021-07-09,J0915,1952.5,1872.5,FS1616361,287AB,20.0,20M0W7W,52.0,FFV4_65A_R6,Commscope,1.0,D,330.0,-6.0,12.7,0.0,6.322375774383545,6.322375774383545,7.322375774383545
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1181 HOLLIS ST,FX,LTE,610-58000-141570346,263.0,NS,44.640097,-63.568233,O,1.0,R,2021-10-15,J0915,1952.5,1872.5,FS1616361,287AB,20.0,20M0W7W,52.0,FFV4_65A_R6,Commscope,1.0,D,180.0,-4.0,12.7,0.0,6.322375774383545,6.322375774383545,7.322375774383545
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1181 HOLLIS ST,FX,LTE,610-58000-141570347,261.0,NS,44.640097,-63.568233,O,1.0,R,2021-10-15,J0915,1952.5,1872.5,FS1616361,287AB,20.0,20M0W7W,52.0,FFV4_65A_R6,Commscope,1.0,D,250.0,-6.0,12.7,0.0,6.322375774383545,6.322375774383545,7.322375774383545
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1209 Marginal Road,FX,LTE,610-58000-142909481,273.0,NS,44.640184,-63.56603,I,1.0,O,2023-01-26,J4390,1952.5,1872.5,FWFB,661AF,20.0,20M0W7W,40.02,FA2EA,NSN,1.0,N,0.0,0.0,2.0,0.0,3.0083606243133545,3.0083606243133545,4.0083606243133545
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1210 Barrington Street,FX,LTE,610-58000-141303337,193.0,NS,44.649722,-63.576667,O,1.0,R,2021-10-15,J0694,1952.5,1872.5,FS1616361,287AB,20.0,20M0W7W,52.0,RRZZHHTT_65A_R6H4,Commscope,1.0,D,310.0,0.0,13.2,0.0,19.858142852783203,19.858142852783203,20.858142852783203
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1210 Barrington Street,FX,LTE,610-58000-141303338,194.0,NS,44.649722,-63.576667,O,1.0,R,2021-07-09,J0694,1952.5,1872.5,FS1616361,287AB,20.0,20M0W7W,52.0,RRZZHHTT_65A_R6H4,Commscope,1.0,D,160.0,-2.0,13.2,0.0,19.858142852783203,19.858142852783203,20.858142852783203
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1210 Barrington Street,FX,LTE,610-58000-141303339,192.0,NS,44.649722,-63.576667,O,1.0,R,2021-10-15,J0694,1952.5,1872.5,FS1616361,287AB,20.0,20M0W7W,52.0,RRZZHHTT_65A_R6H4,Commscope,1.0,D,250.0,0.0,13.2,0.0,19.858142852783203,19.858142852783203,20.858142852783203
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1236 Henry Street,FX,LTE,610-58000-197338369,286.0,NS,44.63655,-63.587732,O,1.0,R,2021-10-06,J0423,1952.5,1872.5,FS1616361,287AB,20.0,20M0W7W,52.0,FFV4_65A_R6,Commscope,1.0,D,15.0,0.0,12.7,0.0,40.52503967285156,40.52503967285156,41.52503967285156
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1236 Henry Street,FX,LTE,610-58000-197338370,35.0,NS,44.63655,-63.587732,O,1.0,R,2021-10-06,J0423,1952.5,1872.5,FS1616361,287AB,20.0,20M0W7W,52.0,FFV4_65A_R6,Commscope,1.0,D,180.0,0.0,12.7,0.0,40.52503967285156,40.52503967285156,41.52503967285156
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1236 Henry Street,FX,LTE,610-58000-197338371,357.0,NS,44.63655,-63.587732,O,1.0,R,2021-10-06,J0423,1952.5,1872.5,FS1616361,287AB,20.0,20M0W7W,52.0,FFV4_65A_R6,Commscope,1.0,D,300.0,0.0,12.7,0.0,40.52503967285156,40.52503967285156,41.52503967285156
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1276 South Park Street,FX,LTE,610-58000-141738537,489.0,NS,44.639092,-63.580117,O,1.0,R,2021-10-15,J1413,1952.5,1872.5,FS1616361,287AB,20.0,20M0W7W,52.0,FFV4_65A_R6,Commscope,1.0,D,135.0,-4.0,12.7,0.0,31.93874740600586,31.93874740600586,32.93874740600586
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1472 CATHEDRAL LN,FX,LTE,610-58000-141307177,95.0,NS,44.641508,-63.580406,O,1.0,R,2021-10-15,J0695,1952.5,1872.5,FS1616361,287AB,20.0,20M0W7W,52.0,FFV4_65A_R6,Commscope,1.0,D,60.0,-3.0,12.7,0.0,34.95155715942383,34.95155715942383,35.95155715942383
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1472 CATHEDRAL LN,FX,LTE,610-58000-141307178,93.0,NS,44.641508,-63.580406,O,1.0,R,2021-10-15,J0695,1952.5,1872.5,FS1616361,287AB,20.0,20M0W7W,52.0,FFV4_65A_R6,Commscope,1.0,D,215.0,-3.0,12.7,0.0,34.95155715942383,34.95155715942383,35.95155715942383
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1472 CATHEDRAL LN,FX,LTE,610-58000-141307179,94.0,NS,44.641508,-63.580406,O,1.0,R,2021-07-09,J0695,1952.5,1872.5,FS1616361,287AB,20.0,20M0W7W,52.0,FFV4_65A_R6,Commscope,1.0,D,300.0,-3.0,12.7,0.0,34.95155715942383,34.95155715942383,35.95155715942383
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1505 Barrington Street,FX,LTE,610-58000-141532457,42.0,NS,44.6442,-63.5717,O,1.0,R,2021-10-15,J0401,1952.5,1872.5,FS1616361,287AB,20.0,20M0W7W,52.0,FFV4_65A_R6,Commscope,1.0,D,90.0,0.0,12.7,0.0,23.82600975036621,23.82600975036621,24.82600975036621
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1505 Barrington Street,FX,LTE,610-58000-141532458,32.0,NS,44.6442,-63.5717,O,1.0,R,2021-10-15,J0401,1952.5,1872.5,FS1616361,287AB,20.0,20M0W7W,52.0,FFV4_65A_R6,Commscope,1.0,D,180.0,0.0,12.7,0.0,23.82600975036621,23.82600975036621,24.82600975036621
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1505 Barrington Street,FX,LTE,610-58000-141532459,151.0,NS,44.6442,-63.5717,O,1.0,R,2021-10-15,J0401,1952.5,1872.5,FS1616361,287AB,20.0,20M0W7W,52.0,FFV4_65A_R6,Commscope,1.0,D,280.0,0.0,12.7,0.0,23.82600975036621,23.82600975036621,24.82600975036621
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1579 Hollis Street,FX,LTE,610-58000-140756521,233.0,NS,44.646073,-63.571833,O,1.0,O,2020-12-18,J8081,1952.5,1872.5,FWFB,661AF,20.0,20M0W7W,24.01,Pico Cell FWFB Int_Antenna B2 (1900 MHz),NSN,1.0,N,0.0,0.0,0.0,0.0,9.714746475219727,9.714746475219727,10.714746475219727
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1625 Grafton Street,FX,LTE,610-58000-137899561,138.0,NS,44.646492,-63.575167,I,1.0,O,2018-03-14,J0848,1952.5,1872.5,RRU3971PCS,6369A,20.0,20M0W7W,36.6,PEAR_M5542I,Galtronics,1.0,N,0.0,0.0,5.0,0.0,30.14542007446289,30.14542007446289,31.14542007446289
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1625 Grafton Street,FX,LTE,610-58000-137899562,493.0,NS,44.646492,-63.575167,I,1.0,O,2018-03-14,J0848,1952.5,1872.5,RRU3971PCS,6369A,20.0,20M0W7W,36.6,PEAR_M5542I,Galtronics,1.0,N,0.0,0.0,5.0,0.0,30.14542007446289,30.14542007446289,31.14542007446289
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1625 Grafton Street,FX,LTE,610-58000-137899563,111.0,NS,44.646492,-63.575167,I,1.0,O,2018-03-14,J0848,1952.5,1872.5,RRU3971PCS,6369A,20.0,20M0W7W,36.6,PEAR_M5542I,Galtronics,1.0,N,0.0,0.0,5.0,0.0,30.14542007446289,30.14542007446289,31.14542007446289
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1625 Grafton Street,FX,LTE,610-58000-137899564,449.0,NS,44.646492,-63.575167,I,1.0,O,2018-03-14,J0848,1952.5,1872.5,RRU3971PCS,6369A,20.0,20M0W7W,35.99,IN_BUILDING_THIRD_PARTY_ANTENNA_SYSTEM,Generic Library,1.0,D,0.0,0.0,0.0,0.0,30.14542007446289,30.14542007446289,31.14542007446289
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1625 Grafton Street,FX,LTE,610-58000-137899565,379.0,NS,44.646492,-63.575167,I,1.0,O,2018-03-14,J0848,1952.5,1872.5,RRU3971PCS,6369A,20.0,20M0W7W,35.99,IN_BUILDING_THIRD_PARTY_ANTENNA_SYSTEM,Generic Library,1.0,D,0.0,0.0,0.0,0.0,30.14542007446289,30.14542007446289,31.14542007446289
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1625 Grafton Street,FX,LTE,610-58000-137899566,197.0,NS,44.646492,-63.575167,I,1.0,O,2018-03-14,J0848,1952.5,1872.5,RRU3971PCS,6369A,20.0,20M0W7W,35.99,IN_BUILDING_THIRD_PARTY_ANTENNA_SYSTEM,Generic Library,1.0,D,0.0,0.0,0.0,0.0,30.14542007446289,30.14542007446289,31.14542007446289
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1625 Grafton Street,FX,LTE,610-58000-137899567,124.0,NS,44.646492,-63.575167,I,1.0,O,2020-11-17,J0848,1952.5,1872.5,RRU3971PCS,6369A,20.0,20M0W7W,35.99,IN_BUILDING_THIRD_PARTY_ANTENNA_SYSTEM,Generic Library,1.0,D,0.0,0.0,0.0,0.0,30.14542007446289,30.14542007446289,31.14542007446289
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1625 Grafton Street,FX,LTE,610-58000-137899568,500.0,NS,44.646492,-63.575167,I,1.0,O,2020-11-17,J0848,1952.5,1872.5,RRU3971PCS,6369A,20.0,20M0W7W,35.99,IN_BUILDING_THIRD_PARTY_ANTENNA_SYSTEM,Generic Library,1.0,D,0.0,0.0,0.0,0.0,30.14542007446289,30.14542007446289,31.14542007446289
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1655 Lower Water Street,FX,LTE,610-58000-197712399,371.0,NS,44.6473,-63.5702,O,1.0,R,2024-08-16,J9096,1952.5,1872.5,AS1617371,287AB,20.0,20M0W7W,41.1,FFV4_65A_R6,Commscope,1.0,D,0.0,0.0,0.0,0.0,2.542788505554199,2.542788505554199,3.542788505554199
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1655 Lower Water Street,FX,LTE,610-58000-197712400,370.0,NS,44.6473,-63.5702,O,1.0,R,2024-08-16,J9096,1952.5,1872.5,AS1617371,287AB,20.0,20M0W7W,41.1,FFV4_65A_R6,Commscope,1.0,D,0.0,0.0,0.0,0.0,2.542788505554199,2.542788505554199,3.542788505554199
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1655 Lower Water Street,FX,LTE,610-58000-197712401,369.0,NS,44.6473,-63.5702,O,1.0,R,2024-08-16,J9096,1952.5,1872.5,AS1617371,287AB,20.0,20M0W7W,41.1,FFV4_65A_R6,Commscope,1.0,D,0.0,0.0,0.0,0.0,2.542788505554199,2.542788505554199,3.542788505554199
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1660 Hollis Street,FX,LTE,610-58000-141505321,447.0,NS,44.646906,-63.572767,O,1.0,R,2021-10-15,J0664,1952.5,1872.5,FS1616361,287AB,20.0,20M0W7W,52.0,RRZZHHTT_65A_R6H4,Commscope,1.0,D,160.0,0.0,13.2,0.0,8.391401290893555,8.391401290893555,9.391401290893555
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1660 Hollis Street,FX,LTE,610-58000-141505322,473.0,NS,44.646906,-63.572767,O,1.0,R,2021-10-15,J0664,1952.5,1872.5,FS1616361,287AB,20.0,20M0W7W,49.0,RRZZHHTT_65A_R6H4,Commscope,1.0,D,250.0,0.0,13.2,0.0,8.391401290893555,8.391401290893555,9.391401290893555
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1660 Hollis Street,FX,LTE,610-58000-141505323,247.0,NS,44.646906,-63.572767,O,1.0,R,2021-10-15,J0664,1952.5,1872.5,FS1616361,287AB,20.0,20M0W7W,52.0,RRZZHHTT_65A_R6H4,Commscope,1.0,D,340.0,0.0,13.2,0.0,8.391401290893555,8.391401290893555,9.391401290893555
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1661 Argyle Street,FX,LTE,610-58000-139789097,208.0,NS,44.643594,-63.574281,I,1.0,O,2017-11-17,J9193,1952.5,1872.5,FWFB,661AF,20.0,20M0W7W,24.01,Pico Cell FWFB Int_Antenna B2 (1900 MHz),NSN,1.0,N,0.0,0.0,0.0,0.0,31.540000915527344,31.540000915527344,32.540000915527344
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1661 Argyle Street,FX,LTE,610-58000-139790121,12.0,NS,44.643594,-63.574281,I,1.0,O,2017-11-17,J9193,1952.5,1872.5,FWFB,661AF,20.0,20M0W7W,24.01,Pico Cell FWFB Int_Antenna B2 (1900 MHz),NSN,1.0,N,0.0,0.0,0.0,0.0,31.540000915527344,31.540000915527344,32.540000915527344
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1685 Argyle St,FX,LTE,610-58000-137876521,294.0,NS,44.647008,-63.574492,I,1.0,P,2018-04-13,J9569,1952.5,1872.5,FWFB,661AF,20.0,20M0W7W,24.01,Pico Cell FWFB Int_Antenna B2 (1900 MHz),NSN,1.0,N,0.0,0.0,0.0,0.0,22.963754653930664,22.963754653930664,23.963754653930664
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1685 Argyle Street,FX,LTE,610-58000-139772713,125.0,NS,44.646928,-63.574492,I,1.0,P,2017-02-09,J9196,1952.5,1872.5,FWFB,661AF,20.0,20M0W7W,24.01,Pico Cell FWFB Int_Antenna B2 (1900 MHz),NSN,1.0,N,0.0,0.0,0.0,0.0,23.895401000976562,23.895401000976562,24.895401000976562
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1685 Argyle Street,FX,LTE,610-58000-139788329,67.0,NS,44.646928,-63.574492,I,1.0,P,2017-02-09,J9196,1952.5,1872.5,FWFB,661AF,20.0,20M0W7W,24.01,Pico Cell FWFB Int_Antenna B2 (1900 MHz),NSN,1.0,N,0.0,0.0,0.0,0.0,23.895401000976562,23.895401000976562,24.895401000976562
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1690 Hollis St,FX,LTE,610-58000-137996841,392.0,NS,44.647297,-63.573042,I,1.0,P,2018-03-21,J9167,1952.5,1872.5,FWFB,661AF,20.0,20M0W7W,24.01,Pico Cell FWFB Int_Antenna B2 (1900 MHz),NSN,1.0,N,0.0,0.0,0.0,0.0,10.350595474243164,10.350595474243164,11.350595474243164
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1690 Hollis St,FX,LTE,610-58000-137997097,18.0,NS,44.647297,-63.573042,I,1.0,P,2018-03-22,J9167,1952.5,1872.5,FWFB,661AF,20.0,20M0W7W,24.01,Pico Cell FWFB Int_Antenna B2 (1900 MHz),NSN,1.0,N,0.0,0.0,0.0,0.0,10.350595474243164,10.350595474243164,11.350595474243164
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1690 Hollis St,FX,LTE,610-58000-137997353,280.0,NS,44.647297,-63.573042,I,1.0,P,2018-03-21,J9167,1952.5,1872.5,FWFB,661AF,20.0,20M0W7W,24.01,Pico Cell FWFB Int_Antenna B2 (1900 MHz),NSN,1.0,N,0.0,0.0,0.0,0.0,10.350595474243164,10.350595474243164,11.350595474243164
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1690 Hollis St,FX,LTE,610-58000-137997609,209.0,NS,44.647297,-63.573042,I,1.0,P,2018-03-22,J9167,1952.5,1872.5,FWFB,661AF,20.0,20M0W7W,24.01,Pico Cell FWFB Int_Antenna B2 (1900 MHz),NSN,1.0,N,0.0,0.0,0.0,0.0,10.350595474243164,10.350595474243164,11.350595474243164
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1690 Hollis St,FX,LTE,610-58000-137997865,313.0,NS,44.647297,-63.573042,I,1.0,P,2018-03-22,J9167,1952.5,1872.5,FWFB,661AF,20.0,20M0W7W,24.01,Pico Cell FWFB Int_Antenna B2 (1900 MHz),NSN,1.0,N,0.0,0.0,0.0,0.0,10.350595474243164,10.350595474243164,11.350595474243164
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1690 Hollis St,FX,LTE,610-58000-137998121,213.0,NS,44.647297,-63.573042,I,1.0,P,2018-03-21,J9167,1952.5,1872.5,FWFB,661AF,20.0,20M0W7W,24.01,Pico Cell FWFB Int_Antenna B2 (1900 MHz),NSN,1.0,N,0.0,0.0,0.0,0.0,10.350595474243164,10.350595474243164,11.350595474243164
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1690 Hollis St,FX,LTE,610-58000-137998377,214.0,NS,44.647297,-63.573042,I,1.0,P,2018-03-22,J9167,1952.5,1872.5,FWFB,661AF,20.0,20M0W7W,24.01,Pico Cell FWFB Int_Antenna B2 (1900 MHz),NSN,1.0,N,0.0,0.0,0.0,0.0,10.350595474243164,10.350595474243164,11.350595474243164
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1690 Hollis St,FX,LTE,610-58000-137998633,485.0,NS,44.647297,-63.573042,I,1.0,P,2018-03-22,J9167,1952.5,1872.5,FWFB,661AF,20.0,20M0W7W,24.01,Pico Cell FWFB Int_Antenna B2 (1900 MHz),NSN,1.0,N,0.0,0.0,0.0,0.0,10.350595474243164,10.350595474243164,11.350595474243164
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1690 Hollis St,FX,LTE,610-58000-137998889,486.0,NS,44.647297,-63.573042,I,1.0,P,2018-03-21,J9167,1952.5,1872.5,FWFB,661AF,20.0,20M0W7W,24.01,Pico Cell FWFB Int_Antenna B2 (1900 MHz),NSN,1.0,N,0.0,0.0,0.0,0.0,10.350595474243164,10.350595474243164,11.350595474243164
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1690 Hollis St,FX,LTE,610-58000-137999145,404.0,NS,44.647297,-63.573042,I,1.0,P,2018-03-22,J9167,1952.5,1872.5,FWFB,661AF,20.0,20M0W7W,24.01,Pico Cell FWFB Int_Antenna B2 (1900 MHz),NSN,1.0,N,0.0,0.0,0.0,0.0,10.350595474243164,10.350595474243164,11.350595474243164
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1690 Hollis St,FX,LTE,610-58000-137999401,61.0,NS,44.647297,-63.573042,I,1.0,P,2018-03-21,J9167,1952.5,1872.5,FWFB,661AF,20.0,20M0W7W,24.01,Pico Cell FWFB Int_Antenna B2 (1900 MHz),NSN,1.0,N,0.0,0.0,0.0,0.0,10.350595474243164,10.350595474243164,11.350595474243164
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1701 Hollis St,FX,LTE,610-58000-143010345,408.0,NS,44.647275,-63.572403,I,1.0,P,2017-04-29,J1656,1952.5,1872.5,FWFB,661AF,20.0,20M0W7W,24.01,Pico Cell FWFB Int_Antenna B2 (1900 MHz),NSN,1.0,N,0.0,0.0,0.0,0.0,6.7254438400268555,6.7254438400268555,7.7254438400268555
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1701 Hollis St,FX,LTE,610-58000-143010601,106.0,NS,44.647275,-63.572403,I,1.0,P,2017-05-04,J1656,1952.5,1872.5,FWFB,661AF,20.0,20M0W7W,24.01,Pico Cell FWFB Int_Antenna B2 (1900 MHz),NSN,1.0,N,0.0,0.0,0.0,0.0,6.7254438400268555,6.7254438400268555,7.7254438400268555
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1701 Hollis St,FX,LTE,610-58000-143011113,329.0,NS,44.647275,-63.572403,I,1.0,P,2017-05-04,J1656,1952.5,1872.5,FWFB,661AF,20.0,20M0W7W,24.01,Pico Cell FWFB Int_Antenna B2 (1900 MHz),NSN,1.0,N,0.0,0.0,0.0,0.0,6.7254438400268555,6.7254438400268555,7.7254438400268555
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1701 Hollis St,FX,LTE,610-58000-143013673,24.0,NS,44.647275,-63.572403,I,1.0,P,2017-05-04,J1656,1952.5,1872.5,FWFB,661AF,20.0,20M0W7W,24.01,Pico Cell FWFB Int_Antenna B2 (1900 MHz),NSN,1.0,N,0.0,0.0,0.0,0.0,6.7254438400268555,6.7254438400268555,7.7254438400268555
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1701 Hollis St,FX,LTE,610-58000-143022377,287.0,NS,44.647275,-63.572403,I,1.0,P,2017-05-04,J1656,1952.5,1872.5,FWFB,661AF,20.0,20M0W7W,24.01,Pico Cell FWFB Int_Antenna B2 (1900 MHz),NSN,1.0,N,0.0,0.0,0.0,0.0,6.7254438400268555,6.7254438400268555,7.7254438400268555
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1701 Hollis St,FX,LTE,610-58000-143022889,234.0,NS,44.647275,-63.572403,I,1.0,P,2017-05-04,J1656,1952.5,1872.5,FWFB,661AF,20.0,20M0W7W,24.01,Pico Cell FWFB Int_Antenna B2 (1900 MHz),NSN,1.0,N,0.0,0.0,0.0,0.0,6.7254438400268555,6.7254438400268555,7.7254438400268555
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1701 Hollis St,FX,LTE,610-58000-143023145,311.0,NS,44.647275,-63.572403,I,1.0,P,2017-05-04,J1656,1952.5,1872.5,FWFB,661AF,20.0,20M0W7W,24.01,Pico Cell FWFB Int_Antenna B2 (1900 MHz),NSN,1.0,N,0.0,0.0,0.0,0.0,6.7254438400268555,6.7254438400268555,7.7254438400268555
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1701 Hollis St,FX,LTE,610-58000-143023401,169.0,NS,44.647275,-63.572403,I,1.0,P,2017-05-03,J1656,1952.5,1872.5,FWFB,661AF,20.0,20M0W7W,24.01,Pico Cell FWFB Int_Antenna B2 (1900 MHz),NSN,1.0,N,0.0,0.0,0.0,0.0,6.7254438400268555,6.7254438400268555,7.7254438400268555
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1709 Lower Water Street,FX,LTE,610-58000-140797481,503.0,NS,44.648539,-63.571524,O,1.0,O,2021-02-11,J2258,1952.5,1872.5,FWFB,661AF,20.0,20M0W7W,24.01,Pico Cell FWFB Int_Antenna B2 (1900 MHz),NSN,1.0,N,0.0,0.0,0.0,0.0,2.060293197631836,2.060293197631836,3.060293197631836
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1709 Lower Water Street,FX,LTE,610-58000-140799017,16.0,NS,44.648539,-63.571524,O,1.0,O,2021-02-11,J2258,1952.5,1872.5,FWFB,661AF,20.0,20M0W7W,24.01,Pico Cell FWFB Int_Antenna B2 (1900 MHz),NSN,1.0,N,0.0,0.0,0.0,0.0,2.060293197631836,2.060293197631836,3.060293197631836
2026-03-28,010288577-001,Upload 26-MAR-26,PCS,7093900105,Bell Mobility Inc.,1709 Lower Water Street,FX,LTE,610-58000-140799273,467.0,NS,44.648539,-63.571524,O,1.0,O,2021-02-11,J2258,1952.5,1872.5,FWFB,661AF,20.0,20M0W7W,24.01,Pico Cell FWFB Int_Antenna B2 (1900 MHz),NSN,1.0,N,0.0,0.0,0.0,0.0,2.060293197631836,2.060293197631836,3.060293197631836
